Seccion,Subseccion,Contenido
 Causes of pollution , Air deposition ,"The most frequently observed water pollutants resulting from industrial air deposition are sulfur compounds, nitrogen compounds, mercury compounds, other heavy metals, and some pesticides and industrial by-products. Natural sources of air deposition include forest fires and microbial activity.Acid rain is a form of air deposition, in which industrial facilities and motor vehicles emit gases such as nitrogen oxide, which interact with water vapor and then fall into water bodies, as well as on land."
 Causes of pollution , Air deposition ,"The acid rain drains all the important nutrients, such as oxygen from the water and soil causing harm to marine life, detrimental to animals and humans and it reduces the ability of plants to reproduce. On September 21, 2021 the California Air Resources Board proposed a plan to upgrade all engines in cars, trucks, and boats to EPA ""Tier 3"" levels by the end of 2024, and the ""Tier 4"" level, which is more restrictive, by 2035. Tier 4 engine technology does not yet exist."
 Causes of pollution , Air deposition ,"The Sportfishing Association of California and Golden Gate Fishermen’s Association argued against this proposal on the basis on the upgrades to their boats would be economically disastrous and would lead to charging their customers higher ticket cost, and affect their ability to stay in business. The two sides reached a compromise to upgrade to Tier 3 and delay the Tier 4 update for when the technology is available and cost effective."
 Causes of pollution , Other causes ,"Other activities that contribute to water pollution include: Accidental leaks and spills from chemical handling, such as petroleum Household disposal of products and chemicals that enter nearby water bodies Spills of oil used for transportation."
 Solutions , Municipal wastewater treatment ,"Municipal wastewater (sewage) is composed of human waste and other residential waste streams. In the United States, approximately 34 billion gallons of wastewater are collected every day and sent to sewage treatment plants. Wastewater is collected through combined sewers, which are used for sanitary waste and stormwater runoff, or in separate sanitary sewers. Sewage treatment plants include physical removal processes, such as screens and settling tanks, and biological processes to remove organic matter and pathogens from water. Treatment plants have strict permit requirements to ensure that their discharges will not cause harm to the environment or public health."
 Solutions , Municipal wastewater treatment ,Some plants have enhanced treatment processes to control nutrient pollution before discharge.
 Solutions , Agricultural wastewater treatment ,"Agricultural run-off is one of the leading causes of water pollution in the United States. Funding from Clean Water Grants are available to farmers to install projects to help control agricultural pollution before it enters water sources. Methods to minimize and contain water pollution from agriculture in the United States include watershed efforts, nutrient management, cover crops, buffers, management of livestock waste, and drainage management. Buffers are small strips of land covered in plants that are able to remove pollutants such as nitrogen, phosphorus, and sediment prior to discharge in a water body."
 Solutions , Agricultural wastewater treatment ,Both buffers and crop covers are used to remove these pollutants from agricultural runoff.
 Solutions , Industrial wastewater treatment ,"Industrial facilities may generate the following industrial wastewater flows: Manufacturing process wastestreams, which can include conventional pollutants (i.e. controllable with secondary treatment systems), toxic pollutants (e.g."
 Solutions , Industrial wastewater treatment ,"solvents, heavy metals), and other harmful compounds such as nutrients Non-process wastestreams: boiler blowdown and cooling water, which produce thermal pollution and other pollutants Industrial site drainage, generated both by manufacturing facilities, service industries and energy and mining sites Wastestreams from the energy and mining sectors: acid mine drainage, produced water from oil and gas extraction, radionuclides Wastestreams that are by-products of treatment or cooling processes: backwashing (water treatment), brine.Some facilities generate wastewater that can be treated in municipal sewage treatment plants."
 Solutions , Industrial wastewater treatment ,"Most industrial processes, such as petroleum refineries, chemical and petrochemical plants have their own specialized facilities to treat their wastewater.: 1412 Such specialized systems are designed to treat high concentrations of organic matter (e.g. oil and grease), toxic pollutants (e.g. heavy metals, volatile organic compounds) or nutrients such as ammonia.: 180 Some industries install a pre-treatment system to remove some pollutants (e.g., toxic compounds), and then discharge the partially treated wastewater to the municipal sewer system.: 59–61"
 Solutions , Erosion and sediment control ,"Erosion and sediment controls are techniques used to mitigate sediment pollution in waterways. The most common and efficient control method on agricultural land is crop management, which increases soil cover and stabilizes slopes. Without proper soil stabilization techniques, rainfall can cause large quantities of sediment to be washed away into waterways, creating issues with sunlight penetration and visibility. Typical preventive measures for construction sites include erosion control matting and mulching, and installation of silt fences to trap sediment not captured by the erosion controls."
 Solutions , Control of urban run-off ,"Urban areas affect water quality by increasing the volume of run-off and pollutant loads. One solution to decrease run-off is constructing new surfaces with pervious pavers, that allow rainwater to pass through the surface to groundwater aquifers and decrease the quantity of urban run-off. Additionally, proper use and storage of household chemicals are critical to decrease incidences of spills that pollute local waterways."
 Recent large-scale pollution incidents , Deepwater Horizon oil spill ,"The Deepwater Horizon oil spill is considered to be the largest marine oil spill in the history of the petroleum industry. The incident began on April 20, 2010 when a semi-submersible BP oil rig exploded in the Gulf of Mexico about 41 miles off of the coast of Louisiana. The explosion led to discharges between 1,000 to 60,000 barrels of oil per day. It took responders 87 days to stop the spill, at which point the rig had leaked an estimated 3.19 million barrels of oil into the Gulf."
 Recent large-scale pollution incidents , Deepwater Horizon oil spill ,"Over 1,000 miles of shoreline on the Gulf of Mexico, from Texas to Florida, were impacted by the Deepwater Horizon spill."
 Recent large-scale pollution incidents , Human health impacts ,"Of the crew members present during the Deepwater Horizon Oil Spill, 11 died and 17 were seriously injured. In addition, the frequency of hurricanes in the Gulf makes the effects of long-term exposure on humans more applicable, as these storms are capable of carrying crude oil over miles of ocean towards the shore."
 Recent large-scale pollution incidents , Human health impacts ,"According to a research article from LSU, “damages to those living in the presence of crude oil the past 10 years are likely permanent, as chronic exposure leads to increased cancer risks, cardiovascular issues, and respiratory problems.” Oil exposure and its respiratory effects were also analyzed in a study on the Coast Guard personnel deployed to help clean up the spill. The article has 54.6% of responders stating they were exposed to crude oil, and 22.0% stating they were exposed to oil dispersants."
 Recent large-scale pollution incidents , Human health impacts ,"Of the nearly 5,000 personnel who completed the survey, 19.4% experienced coughing, 5.5% experienced shortness of breath, and 3.6% experienced wheezing. The study also found that exposure to both oil and oil dispersants presented associations that were much stronger than oil alone for the different respiratory symptoms."
 Recent large-scale pollution incidents , Environmental impacts ,"The northeast Gulf of Mexico shoreline contains about 60 percent of the coastal and freshwater marshes in the United States. A marsh environment tends to have standing water, making it among the most sensitive habitats to oil spills. Without the natural cleaning mechanism that flowing water provides, oil is able to coat marsh vegetation for longer periods of time, ruining nurseries that then impact a host of interconnected species. The Gulf of Mexico is also home to 22 species of marine mammals."
 Recent large-scale pollution incidents , Environmental impacts ,"Of these, up to 20 percent of all Kemp’s Ridley sea turtles present during the spill ended up dying, and the Louisiana Bottlenose dolphin ended up facing a 50 percent decline in population. However, because the BP oil spill occurred miles from any land, it wasn’t as damaging to ecosystems along the shore as other oil spills. However, habitats along the shore were still exposed through balls of tar that would clump together and wash up on beaches, impacting local wildlife. Also, the consequences that drifting plumes of oil had on the deep-sea ecosystem is relatively unknown."
 Recent large-scale pollution incidents , Economic impacts ,"In December 2010, the U.S. filed a complaint in District Court against BP and several other defendants associated with the spill. The complaint resulted in a record-setting settlement, enforcing a $5.5 billion Clean Water Act penalty on BP Exploration & Production and up to $8.8 billion in natural resource damages. However, by 2015, BP had successfully recuperated most of the $40 billion lost in market value after the spill. This recovery was attributed to the company’s inclination to continue exploring new oil resources despite the accident."
 Recent large-scale pollution incidents , Economic impacts ,"Between 2011 and 2013, BP’s Gulf of Mexico oil rigs doubled, and they began investing $1 billion towards opportunities in Alaska in 2015. On the other hand, a 2015 article from NPR exhibited how fishing cities along the Gulf Coast are still feeling harmful effects of the oil spill. In an interview with an oysterman from Alabama, he states, “business is still struggling...because of the lack of oyster production...I place the blame for that on the oil spill.” The fisherman goes on to describe how the oyster reefs off of Louisiana have not been producing like they should since the spill."
 Recent large-scale pollution incidents ," Woburn, Massachusetts source water pollution ","Water pollution in the city of Woburn, Massachusetts gained public recognition in the 1984 lawsuit filed by the families of children in Woburn who had died from leukemia in unusually high numbers. The families attributed the leukemia to the town’s polluted drinking water which had been contaminated over 150 years of industry, most notably the toxic compounds used by leather factories in the area."
 Recent large-scale pollution incidents , Martin County coal slurry spill ,"The Martin County coal slurry spill occurred on October 11, 2000, when a coal slurry broke into an abandoned mine and sent an estimated 306 million gallons of slurry into the Tug Fork River. The spill polluted 200–300 miles of the Big Sandy River and a water supply for over 27,000 residents."
 Recent large-scale pollution incidents , Kingston Fossil Plant coal ash spill ,"On December 22, 2008, a dike ruptured on the Kingston Fossil Plant in Roane County, Tennessee and released 1.1 billion gallons of coal fly ash slurry into the Emory River. It was the largest fly ash release and worst coal ash-related disaster in U.S. history."
 Recent large-scale pollution incidents , 2015 Gold King Mine spill ,"On August 5, 2015 workers on the Gold King Mine in Silverton, Colorado released 3 million gallons of toxic wastewater when attempting to add a tap to the tailing pond for the mine. The wastewater carried unsafe levels of heavy metals, with some parts of the river testing for hundreds of times over their limits."
 Regulations , Historical ,"During the late 19th century, there was little federal government attention paid to what were considered to be local environmental and health problems. A few states, including Massachusetts, New Jersey, Connecticut and Rhode Island, investigated industrial pollution problems on certain rivers within their respective boundaries but did not issue orders or regulations for the identified industries.: 1059 The only federal legislation to address water pollution during this era was the Rivers and Harbors Act of 1899. In the 1899 law, Congress prohibited the dumping of ""refuse""—debris that interfered with navigation—but other forms of pollution (e.g."
 Regulations , Historical ,"sewage, food waste, chemical waste, oil spills) were not addressed. In 1924, to address oil spills in harbors, Congress passed the Oil Pollution Act. The law provided for penalties in the event of oil spills, but they were applicable only to vessels in coastal waters.In the early 20th century the United States Public Health Service (PHS) began to investigate incidents of waterborne disease and drinking water contamination. In 1914 the agency published a set of drinking water standards that were applicable only to interstate common carriers such as railroads."
 Regulations , Historical ,"PHS did not have the authority to issue broad pollution control regulations, but it published recommended standards for municipal water systems (which later influenced the adoption and implementation of the Safe Drinking Water Act in the 1970s). In 1922 the American Water Works Association issued a report identifying a range of industries that were pollution sources, including mining, food processing, chemical and dye works, oil wells and refineries, metal working, textiles, leather tanning, and pulp and paper mills."
 Regulations , Historical ,"However these industrial sources were not extensively studied at that time, and the principal focus of most public health professionals was on biological contamination of water from untreated sewage.: 1062 In the 1920s there was agreement among water scientists that pollution from acid mine drainage and coke manufacturing (which generates phenols) was the major industrial waste problem. In 1924 a voluntary agreement was formulated between the US Surgeon General, several state agencies and manufacturers in the Ohio River valley to control phenol discharges from coke facilities."
 Regulations , Historical ,"Regarding acid mine drainage, however, a PHS report stated that acid from mining had a positive germicidal effect and did not recommend pollution controls. PHS also conducted studies and described pollution problems in several major river systems and the Great Lakes. The PHS studies supported the development of the Streeter–Phelps equation, a water quality modelling tool that is used to predict dissolved oxygen levels in water bodies in response to pollutant loads.: 1063–5 Beginning in 1917, some states established water commissions or boards to monitor some aspects of water quality and coordinate their findings with existing state health agencies."
 Regulations , Historical ,"These commissions conducted various pollution studies but did not issue regulations, instead relying on voluntary cooperation with industry.: 1060–2 In 1948 Congress passed the Federal Water Pollution Control Act which created a comprehensive set of water quality programs that also provided some financing for state and local governments. Enforcement was limited to interstate waters. PHS provided financial and technical assistance."
 Regulations , Current regulations ,"The Clean Water Act is the primary federal law in the United States governing water pollution in surface waters. The 1972 CWA amendments established a broad regulatory framework for improving water quality. The law defines procedures for pollution control and developing criteria and standards for pollutants in surface water. The law authorizes the Environmental Protection Agency to regulate surface water pollution in the United States, in partnership with state agencies. Prior to 1972 it was legal to discharge wastewater to surface waters without testing for or removing water pollutants."
 Regulations , Current regulations ,"The CWA was amended in 1981 and 1987 to adjust the federal proportion of construction grant funding for local governments, regulate municipal storm sewer discharges and to later establish the Clean Water State Revolving Fund. The fund provides low-interest loans to improve municipal sewage treatment systems and finance other water quality improvements.Under the CWA, the National Pollution Discharge Elimination System (NPDES) regulates permits for discharges into water bodies. The EPA regulations require each facility to apply for a specific permit for its wastewater discharges, and consequently require that each facility treat its wastewater."
 Regulations , Current regulations ,"In addition to effluent limitations, the permits include monitoring and reporting requirements, which are used by EPA and states to enforce the limitations. However, over fifty percent of the rivers in the United States still violate pollution standards published by the states. Additional regulation exists on a state-by-state basis, allowing for more stringent regulation for protected bodies of water. Additional regulation may be enacted to limit pollution that comes from nonpoint sources, such as agriculture. In many watersheds, nonpoint sources are the principal cause of noncompliance with water quality standards."
 Regulations , Current regulations ,"EPA and states may employ a CWA regulatory mechanism called total maximum daily load (TMDL) to establish stringent pollution controls and may apply the requirements to both point sources and nonpoint sources. In 2010 EPA and several states developed extensive watershed-scale requirements in a large TMDL document for the Chesapeake Bay.Some economists questioned whether the 1972 law was delivering the promised results of cleaner rivers and lakes, and whether benefits exceeded the costs to society. The United States government has spent over one trillion dollars trying to combat water pollution."
 Regulations , Current regulations ,"In the CWA Congress had declared that the nation's waters were to be free of pollutants by 1983, only eleven years after enactment. In general, water quality has improved nationwide since 1972, but not all pollution has been eliminated. Between 1972 and 2001 there was a 12 percent increase in the number of waterways that are safe for fishing. Data supporting this finding is limited; only 19 percent of the United States’ waterways had been tested for contamination.Groundwater protection provisions are included in the Safe Drinking Water Act, Resource Conservation and Recovery Act, and the Superfund act."
 Regulations , Current regulations ,"Summary informationDrinking water supply and sanitation in the United StatesClean Water Act programsClean Water State Revolving Fund (financial assistance program) Effluent guidelines (wastewater regulations) New Source Performance Standard (wastewater regulations) Total maximum daily load (wastewater regulations) WaterSense (EPA conservation program)Specific topicsAnderson v. Cryovac - groundwater contamination in Woburn, Massachusetts Effects of hydraulic fracturing on water quality in the United States Groundwater contamination from animal agriculture Pollution of the Chesapeake Bay Pollution in the Great Lakes Pollution of the Hudson RiverGeneralEnvironmental issues in the United States Water Topics at the Environmental Protection Agency"
 Background ,,"Gold mining in the hills around Gold King was the primary income and economy for the region until 1991, when the last mine closed near Silverton. The Gold King Mine was abandoned in 1923. Prior to the spill, the Upper Animas water basin had already become devoid of fish, because of the adverse environmental impacts of regional mines such as Gold King, when contaminants entered the water system. Other plant and animal species were also adversely affected in the watershed before the Gold King Mine breach. Many abandoned mines throughout Colorado are known to have problems with acid mine drainage."
 Background ,,"The chemical processes involved in acid mine drainage are common around the world: where subsurface mining exposes metal sulfide minerals such as pyrite to water and air, this water must be carefully managed to prevent harm to riparian ecology. At the time of the accident, the EPA was working at the Gold King Mine to stem the leaking mine water going into Cement Creek. Water was accumulating behind a plug at the mine's entrance. They planned to add pipes that would allow the slow release and treatment of that water before it backed up enough to blow out."
 Background ,,"Unknown to the crew, the mine tunnel behind the plug was already full of pressurized water. It burst through the plug soon after excavation began. In the 1990s, sections of the Animas had been nominated by the EPA as a Superfund site for clean-up of pollutants from the Gold King Mine and other mining operations along the river. Lack of community support prevented its listing. Under the law, the EPA had authority to do only minor work to abate environmental impacts of the mine."
 Background ,,"Locals had feared that classifying this as a Superfund site would reduce tourism in the area, which was the largest remaining source of income for the region since the closure of the metal mines."
 Background , Mine ownership ,Gold King Mine was originally discovered and owned by Olaf Nelson the “Mighty Swede” in 1887. Nelson died before he could develop the mine leaving his widow to sell the mine in 1894.
 Background , Prior reclamation ,"The Gold King Mine's adits were dry for most of the mine's recent history, as the area was being drained from below by the Sunnyside Mine's American Tunnel. Sunnyside Mine closed in 1991. As part of a reclamation plan, the American Tunnel was sealed up in 1996. In the absence of drainage, by 2002 a new discharge of particularly contaminated water had begun to flow from the Gold King Level 7 adit. Flow there increased again after the nearby Mogul Mine was sealed by its owners in 2003."
 Background , Prior reclamation ,"In 2006, a spot measurement of flow from this adit showed a peak of 314 US gal/min (1,190 L/min). The significance of this figure is unclear since flow was not being logged continuously.: 17–22 By this time, the Gold King was considered one of the worst acid mine drainage sites in Colorado. In 2009, the Colorado Department of Natural Resources Division of Reclamation, Mining and Safety (DRMS) plugged all four Gold King Mine portals by stuffing them with old mine backfill; drainage pipes were installed to prevent water from ponding behind the entrance."
 Background , Prior reclamation ,"This work was complicated by partial collapse of the mine tunnel near the entrance. It was noted that the drainage system might not be sufficient to prevent a future blowout.: 35 In 2014, Colorado DRMS asked the EPA to reopen and stabilize the Gold King 7 adit.: 35 Reportedly no maintenance on the existing drainage system had been performed since it was installed in 2009. It was noted that flow from the drains had decreased from 112 to 12.6 US gal/min (424–48 L/min) between August 25, 2014, and September 11, 2014."
 Background , Prior reclamation ,"The cause of this decrease was unknown but attributed to seasonal variation.: 35 While excavating the opening, workers saw seepage at six feet (1.8 m) above the bottom of the tunnel; they believed that meant that there was six feet (1.8 m) of water backed up in the tunnel. Excavation at the entrance was postponed until 2015, so that a pond large enough to treat that volume of water could be constructed.: 36"
 Background , Blowout ,The EPA team returned in July 2015 to continue the work.
 Background , Blowout ,"They found that a landslide had covered the drainage pipes.: 42 When the slide was cleared, seepage was again observed at a level about six feet (1.8 m) above the bottom of the mine entrance, which they thought was the level of pooled water behind the plug.: 46 They planned to excavate the entrance beginning from the level of the top of the mine tunnel down to what they took to be the top of the water, insert a pipe through that clearance, and drain the pooled water.: 47–52 DRMS and the EPA discussed the plan and came to an agreement."
 Background , Blowout ,"However, they had misjudged the level of the water in the tunnel. At around 10:51 AM on August 5, the backhoe operator saw a spurt of clear water spray about two feet (61 cm) out of a fracture in the wall of the plug, indicating that the mine tunnel was full of pressurized water."
 Background , Blowout ,"Failure of the plug produced uncontrolled release within minutes.: 52–59 Rushing to Cement Creek, the torrent of water washed out the access road to the site.: 60 The EPA had considered drilling into the mine from above in order to measure the water level directly before beginning excavation at the entrance, as was done at nearby mines in 2011."
 Background , Blowout ,"Had they done so, they would have discovered the true water level, and changed their plan; the disaster would not have occurred.: 2 Operating mines have been required to perform such measurement of water level since a fatal mine flood in 1895.: A-4 The impact on the Animas River was quickly visible; one Durango-based journalist described the water color after the accident as ""Tang that has been maybe mixed too thickly."" The river was closed to recreation until August 14. During the closure, county officials warned river visitors to stay out of the water."
 Background , Blowout ,"Residents with wells in floodplains were told to have their water tested before drinking it or bathing in it. People were told to avoid contact with the river, including contact by their pets, and to prevent farmed animals from drinking the water. They were advised not to catch fish in the river. The Navajo Nation Commission on Emergency Management issued a state of emergency declaration in response to the spill; it has suffered devastating effects.People living along the Animas and San Juan rivers were advised to have their water tested before using it for cooking, drinking, or bathing."
 Background , Blowout ,"The spill was expected to cause major problems for farmers and ranchers who rely on the rivers for their livelihoods.The long-term impacts of the spill are unknown, as sedimentation is expected to dilute the pollutants as the spill cloud moves downstream. The acid mine drainage temporarily changed the color of the river to orange.By August 7, the waste reached Aztec, New Mexico; the next day, it reached the city of Farmington, the largest municipality affected by the disaster."
 Background , Blowout ,"By August 10, the waste had reached the San Juan River in New Mexico and Shiprock (part of the Navajo Nation), with no evidence to that date of human injury or wildlife die-off. The heavy metals appeared to be settling to the bottom of the river. They are largely insoluble unless the entire river becomes very acidic. The waste was initially expected to reach Lake Powell by August 12; arriving on August 14, it was expected to pass through the lake within two weeks."
 Background , Blowout ,"The Utah Division of Water Quality said the remaining contaminants will be diluted to a point where there will be no danger to users beyond that point. By August 11, pollutant levels at Durango returned to pre-incident levels. On August 12, the leading edge of the plume was no longer visible due to dilution and sediment levels in the river. The discharge rate of waste water at Gold King Mine was 610 US gal/min (2,300 L/min) as of August 12."
 Environmental impact , Heavy metals ,"On August 10, 2015, the EPA reported that levels of six metals were above limits allowed for domestic water by the Colorado Department of Public Health and Environment. The department requires municipalities to cease to use water when the levels in it exceed the limits. Some metals were found at hundreds of times their limits, e.g. lead 100 times the limit, iron 326 times the limit. Arsenic and cadmium were also above the limits. The measurement was made 15 miles (24 km) upstream from Durango."
 Environmental impact , Heavy metals ,"In January 2018, global science and engineering consultants Knight Piésold reported, while the spill had ""further limited aquatic life,"" its ""resulting impacts on aquatic life, including the trout fishery downstream of Silverton, would undoubtedly be more adverse"" were it not for actions taken by SGC, and that ""Before the first miner arrived, there was massive natural metals loading in the Animas River, which limited aquatic life, including trout populations downstream from Silverton."" Through a FOIA request, Associated Press obtained EPA files indicating that U.S."
 Environmental impact , Heavy metals ,"government officials ""knew of ‘blowout’ risk for tainted water at mine,"" which could result from the EPA's intervention. EPA authorities had learned of this risk through a June 2014 work order that read ""Conditions may exist that could result in a blowout of the blockages and cause a release of large volumes of contaminated mine waters and sediment from inside the mine, which contain concentrated heavy metals."" In addition, a May 2015 action plan for the mine ""also noted the potential for a blowout."" An EPA spokeswoman was not able to state what precautions the EPA took."
 Government action , Immediate response ,On
 Government action , Immediate response ,"February 11, 2016, the Denver Post reported that Hays Griswold, the EPA employee in charge of the Gold King mine, wrote in an e-mail to other EPA officials ""that he personally knew the blockage 'could be holding back a lot of water and I believe the others in the group knew as well.'"" The Post added: ""Griswold's e-mail appears directly to contradict those findings and statements he made to The Denver Post in the days after the disaster, when he claimed 'nobody expected (the acid water backed up in the mine) to be that high.'""The EPA took responsibility for the incident."
 Government action , Immediate response ,"The EPA had notified local residents of the spill 24 hours after it occurred, a delay which the press and local officials criticized."
 Government action , Immediate response ,The
 Government action , Immediate response ,Associated
 Government action , Immediate response ,Press
 Government action , Immediate response ,"reported, 17 days after the spill: ""In the wake of the spill, it has typically taken days to get any detailed response from the agency.""On August 8, Colorado Governor John Hickenlooper declared a disaster, as did Navajo President Russell Begaye.On August 11, New Mexico Governor Susana Martinez also declared a state of emergency, after having viewed the affected river from a helicopter, and said her administration was ready to seek legal action against the EPA.Multiple municipalities and jurisdictions along the course of the river, including the Navajo Nation, stopped drawing drinking water from the Animas River because of heavy metal contamination."
 Government action , Immediate response ,"President Begaye advised his people with livestock and farming against signing a form from the EPA saying that the Environmental Protection Agency is not responsible for the damage to crops and livestock. Despite assurances of safety from both the U.S. EPA and the Navajo Nation EPA, farmers of the Navajo Nation, on August 22, voted unanimously to refrain from using water from the Animas River for one year, overruling Begaye's plan to reopen irrigation canals.Following the spill, the local governments of Silverton and San Juan County decided to accept Superfund money to fully remediate the mine."
 Government action , Immediate response ,"The Federal Emergency Management Agency (FEMA) rejected a request by the Navajo Nation to appoint a disaster-recovery coordinator.A $1.5M water treatment plant built by the EPA to treat acid mine drainage from the Gold King Mine began operation in October 2015. In June 2018, the EPA proposed a $10 million interim clean-up plan that was met with criticism for showing no actual benefit."
 Government action , Immediate response ,"Peter Butler of the Animas River Stakeholders Group wrote, ""why is EPA not prioritizing where it can get the 'biggest bang for the buck' in terms of dollars spent for mine remediation?"" and suggested that the speed of ""Superfund clean-ups"" may have supplanted local political interests. In April 2018, the Associated Press reported that the EPA was ""running its treatment plant at a fraction of capacity"" and that ""more than 350 million gallons (1.3 billion liters)—150 times the volume of the Gold King spill—have flowed around the treatment plant into a tributary of the Animas"" since October 2015."
 Government action , EPA involvement ,"After the initial spill had occurred, EPA supervisors were not contacted by the contractors who caused the spill until an hour after the blowout. There was no press release informing the state of the spill until around midnight that same day. Residents weren’t alerted directly of the spill until twenty four hours after it had occurred. By this time people may have consumed the water from the river, which at the time contained a higher concentration of metals than advised by national drinking standards in terms of consumption."
 Government action , EPA involvement ,"It was not until weeks after the Gold King Mine Spill that the water was considered clean enough for human consumption. During the time immediately following the spill, the EPA initially underestimated the amount of contaminated water drained into the Animas River and diverted questions about the water assessments of the river. In addition, an EPA administrator did not show up to the Silverton, Colorado area until a week after the spill had occurred."
 Government action , Secondary spill ,"In July 2018, a truck carrying waste water from a temporary treatment plant crashed into a nearby creek in the Gold King Mine area, spilling nine cubic yards of sludge back into the area. The truck was hauling the waste to a new storage facility by Silverton, after a similar plant in Durango ran out of room."
 Monetary compensation , Navajo Nation ,"The effects of the Gold King Mine spill on the Navajo Nation has included damage to their crops, home gardens, and cattle herds. The Navajo Nation ceased irrigating their crops from the San Juan River on August 7, 2015. While San Juan County in New Mexico lifted the ban on water from the San Juan River on August 15, 2015, the President of the Navajo Nation, Russell Begaye, who had ongoing concerns about the water's safety, did not lift the Navajo Nation's ban until August 21, 2015. This followed the Navajo Nation's EPA completing its testing of the water."
 Monetary compensation , Navajo Nation ,"During this time, the US EPA had water delivered to the Navajo Nation. An estimated 2,000 Navajo farmers and ranchers were affected directly by the closing of the canals after the spill. While water was trucked into the area to provide water to fields, many home gardens and some remote farms did not receive any assistance. They suffered widespread crop damage. The EPA and the Navajo Nation are still disputing how to fairly compensate the Navajo for the damage caused by the spill."
 Monetary compensation , Navajo Nation ,"As of April 22, 2016, the Navajo Nation has been compensated a total of $150,000 by the EPA, according to testimony at hearings of the Senate Committee on Indian Affairs. According to President Begaye, this is only 8% of the costs incurred by the Navajo Nation. According to Senator John McCain, the Navajo Nation could incur up to $335 million in costs related to the spill."
 Monetary compensation , Lawsuits ,"A number of lawsuits have been filed against the EPA since the Gold King Mine spill transpired. New Mexico is seeking compensation in the amount of $130 million, Utah is seeking compensation in the amount of $1.9 billion, and the Navajo Nation is seeking compensation in the amount of $130 million. At first the EPA recommended people affected by the spill to file claims, however they retracted this statement in January 2017."
 Monetary compensation , Lawsuits ,"The EPA is now motioning to dismiss all lawsuits, stating that they have paid enough through the $29 million they have spent to clean up the Animas River and other contaminated areas. EPA officials say they have immunity under the Federal Tort Claims Act and therefore do not owe more compensation. Tailings dam Water pollution USGS Water Quality Data and Activities related to event Cement Creek (USGS National Water Information System) Animas River below Silverton (USGS National Water Information System)"
 Freedom Industries ,,"Freedom Industries was founded in 1992 by Melody, and Carl L. Kennedy II. On December 31, 2013, Freedom Industries merged with three other companies, Etowah River Terminal, Poca Blending, and Crete Technologies. Gary Southern became president of Freedom Industries on December 10, 2013 and remained president until April 2014 when Chemstream appointed a reorganization officer."
 Freedom Industries ,,"The company distributed chemicals used in coal mining.Freedom Industries' Charleston facility was located along the Elk River, approximately 1.5 miles (2.4 km) upstream from the river's confluence with the Kanawha River, Previously in use by Etowah River Terminal, the facility stored chemicals in 14 storage tanks with a capacity of 4 million gallons. The facility stored chemicals, but did not conduct coal cleaning. Eastman Chemical Company was the manufacturer of the crude MCHM."
 Freedom Industries ,,"Federal and West Virginia state regulators had not inspected the Freedom Industries chemical storage site in Charleston since 1991 when the facility was owned by Pennzoil, according to the West Virginia Department of Environmental Protection (WVDEP). Under state law, the facility had been required to have only an industrial stormwater permit, which it possessed."
 Freedom Industries ,,"Freedom Industries was required to test the rain runoff every quarter, and send the results to the DEP.Under the federal Emergency Planning and Community Right-to-Know Act, Freedom Industries filed its ""Tier Two"" form in February 2013, which contained detailed information about each chemical it was storing at its Charleston facility. Following its filing of the tier two form, West Virginia state emergency response officials and Kanawha County emergency planners and responders received copies. These entities received copies of the form under law so that its chemical inventory information could be utilized to prepare plans for possible accidents."
 Freedom Industries ,,"4-Methylcyclohexanemethanol (MCHM), or more appropriately 4-methylcyclohexylmethanol, is an organic compound with the formula CH3C6H10CH2OH. Classified as an alcohol, it exists as two isomers with similar properties. MCHM is a colorless oil with an odor of licorice.The amount of reliable information of this chemical is still unknown."
 Freedom Industries ,,"Further data from Eastman's internal studies was released after the Elk River, West Virginia (2014) spill, including the studies upon which the LD-50 estimate was based and one 28-day study of oral toxicity of pure MCHM which concluded that 400 mg/kg doses were associated with erythropoietic, liver, and kidney effects, though these were not considered more than ""minor toxicity"" and the ""no observed effect"" level was considered to be 100 mg/kg/day.[43]Crude MCHM is a chemical foaming agent utilized in the processing of coal at coal preparation plants to remove impurities that contribute to pollution during combustion."
 Freedom Industries ,,"The chemical washes coal in a process known as ""froth flotation,"" which involves the separation of sand-size particles of coal from the surrounding rock within a tank of water or other solution."
 Freedom Industries ,,"MCHM is utilized in about 20 to 25 percent of coal preparation plants in West Virginia.MCHM is not used in the majority of West Virginia's coal preparation plants, because it is only used to produce coal for metallurgical purposes, a type of coal known as ""coking coal"" and most West Virginia plants process coal that is to be used for the generation of electricity.Diesel fuel was originally used for the froth flotation process, but it was replaced by MCHM because of air emissions regulations.Glycol ethers are a group of solvents based on alkyl ethers of ethylene glycol commonly used in paints."
 Freedom Industries ,,"These solvents typically have a higher boiling point, together with the favorable solvent properties of lower-molecular weight ethers and alcohols.46 The spill began on Thursday, January 9, 2014 when up to 7,500 US gallons (28,000 litres; 6,200 imperial gallons) of crude MCHM leaked from a one-inch hole in the bottom of a stainless steel storage tank capable of holding 40,000 US gallons (150,000 litres; 33,000 imperial gallons) and its containment area at Freedom Industries' Charleston facility. The MCHM leaked from the containment area and into the ground, through which it traveled into the Elk River."
